description,title,code_block,python_version
"ipaddress

Both the IPv4Network and IPv6Network classes
now accept an (address, netmask) tuple argument, so as to easily construct
network objects from existing addresses:
>>> import ipaddress
>>> ipaddress.IPv4Network(('127.0.0.0', 8))
IPv4Network('127.0.0.0/8')
>>> ipaddress.IPv4Network(('127.0.0.0', '255.0.0.0'))
IPv4Network('127.0.0.0/8')


(Contributed by Peter Moody and Antoine Pitrou in bpo-16531.)
A new reverse_pointer attribute for the
IPv4Network and IPv6Network classes
returns the name of the reverse DNS PTR record:
>>> import ipaddress
>>> addr = ipaddress.IPv4Address('127.0.0.1')
>>> addr.reverse_pointer
'1.0.0.127.in-addr.arpa'
>>> addr6 = ipaddress.IPv6Address('::1')
>>> addr6.reverse_pointer
'1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.ip6.arpa'


(Contributed by Leon Weber in bpo-20480.)",improved-modules - ipaddress,">>> import ipaddress
>>> ipaddress.IPv4Network(('127.0.0.0', 8))
IPv4Network('127.0.0.0/8')
>>> ipaddress.IPv4Network(('127.0.0.0', '255.0.0.0'))
IPv4Network('127.0.0.0/8')
",3.5
,improved-modules - ipaddress,">>> import ipaddress
>>> addr = ipaddress.IPv4Address('127.0.0.1')
>>> addr.reverse_pointer
'1.0.0.127.in-addr.arpa'
>>> addr6 = ipaddress.IPv6Address('::1')
>>> addr6.reverse_pointer
'1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.ip6.arpa'
",3.5
"locale

A new delocalize() function can be used to convert a string into
a normalized number string, taking the LC_NUMERIC settings into account:
>>> import locale
>>> locale.setlocale(locale.LC_NUMERIC, 'de_DE.UTF-8')
'de_DE.UTF-8'
>>> locale.delocalize('1.234,56')
'1234.56'
>>> locale.setlocale(locale.LC_NUMERIC, 'en_US.UTF-8')
'en_US.UTF-8'
>>> locale.delocalize('1,234.56')
'1234.56'


(Contributed by Cédric Krier in bpo-13918.)",improved-modules - locale,">>> import locale
>>> locale.setlocale(locale.LC_NUMERIC, 'de_DE.UTF-8')
'de_DE.UTF-8'
>>> locale.delocalize('1.234,56')
'1234.56'
>>> locale.setlocale(locale.LC_NUMERIC, 'en_US.UTF-8')
'en_US.UTF-8'
>>> locale.delocalize('1,234.56')
'1234.56'
",3.5
"logging

All logging methods (Logger log(),
exception(), critical(),
debug(), etc.), now accept exception instances
as an exc_info argument, in addition to boolean values and exception
tuples:
>>> import logging
>>> try:
...     1/0
... except ZeroDivisionError as ex:
...     logging.error('exception', exc_info=ex)
ERROR:root:exception


(Contributed by Yury Selivanov in bpo-20537.)
The handlers.HTTPHandler class now
accepts an optional ssl.SSLContext instance to configure SSL
settings used in an HTTP connection.
(Contributed by Alex Gaynor in bpo-22788.)
The handlers.QueueListener class now
takes a respect_handler_level keyword argument which, if set to True,
will pass messages to handlers taking handler levels into account.
(Contributed by Vinay Sajip.)",improved-modules - logging,">>> import logging
>>> try:
...     1/0
... except ZeroDivisionError as ex:
...     logging.error('exception', exc_info=ex)
ERROR:root:exception
",3.5
"os

The new scandir() function returning an iterator of
DirEntry objects has been added.  If possible, scandir()
extracts file attributes while scanning a directory, removing the need to
perform subsequent system calls to determine file type or attributes, which may
significantly improve performance.  (Contributed by Ben Hoyt with the help
of Victor Stinner in bpo-22524.)
On Windows, a new
stat_result.st_file_attributes
attribute is now available.  It corresponds to the dwFileAttributes member
of the BY_HANDLE_FILE_INFORMATION structure returned by
GetFileInformationByHandle().  (Contributed by Ben Hoyt in bpo-21719.)
The urandom() function now uses the getrandom() syscall on Linux 3.17
or newer, and getentropy() on OpenBSD 5.6 and newer, removing the need to
use /dev/urandom and avoiding failures due to potential file descriptor
exhaustion.  (Contributed by Victor Stinner in bpo-22181.)
New get_blocking() and set_blocking() functions allow
getting and setting a file descriptor’s blocking mode (O_NONBLOCK.)
(Contributed by Victor Stinner in bpo-22054.)
The truncate() and ftruncate() functions are now supported
on Windows.  (Contributed by Steve Dower in bpo-23668.)
There is a new os.path.commonpath() function returning the longest
common sub-path of each passed pathname.  Unlike the
os.path.commonprefix() function, it always returns a valid
path:
>>> os.path.commonprefix(['/usr/lib', '/usr/local/lib'])
'/usr/l'

>>> os.path.commonpath(['/usr/lib', '/usr/local/lib'])
'/usr'


(Contributed by Rafik Draoui and Serhiy Storchaka in bpo-10395.)",improved-modules - os,">>> os.path.commonprefix(['/usr/lib', '/usr/local/lib'])
'/usr/l'

>>> os.path.commonpath(['/usr/lib', '/usr/local/lib'])
'/usr'
",3.5
"pathlib

The new Path.samefile() method can be used
to check whether the path points to the same file as another path, which can
be either another Path object, or a string:
>>> import pathlib
>>> p1 = pathlib.Path('/etc/hosts')
>>> p2 = pathlib.Path('/etc/../etc/hosts')
>>> p1.samefile(p2)
True


(Contributed by Vajrasky Kok and Antoine Pitrou in bpo-19775.)
The Path.mkdir() method now accepts a new optional
exist_ok argument to match mkdir -p and os.makedirs()
functionality.  (Contributed by Berker Peksag in bpo-21539.)
There is a new Path.expanduser() method to
expand ~ and ~user prefixes.  (Contributed by Serhiy Storchaka and
Claudiu Popa in bpo-19776.)
A new Path.home() class method can be used to get
a Path instance representing the user’s home
directory.
(Contributed by Victor Salgado and Mayank Tripathi in bpo-19777.)
New Path.write_text(),
Path.read_text(),
Path.write_bytes(),
Path.read_bytes() methods to simplify
read/write operations on files.
The following code snippet will create or rewrite existing file
~/spam42:
>>> import pathlib
>>> p = pathlib.Path('~/spam42')
>>> p.expanduser().write_text('ham')
3


(Contributed by Christopher Welborn in bpo-20218.)",improved-modules - pathlib,">>> import pathlib
>>> p1 = pathlib.Path('/etc/hosts')
>>> p2 = pathlib.Path('/etc/../etc/hosts')
>>> p1.samefile(p2)
True
",3.5
,improved-modules - pathlib,">>> import pathlib
>>> p = pathlib.Path('~/spam42')
>>> p.expanduser().write_text('ham')
3
",3.5
"re

References and conditional references to groups with fixed length are now
allowed in lookbehind assertions:
>>> import re
>>> pat = re.compile(r'(a|b).(?<=\1)c')
>>> pat.match('aac')
<_sre.SRE_Match object; span=(0, 3), match='aac'>
>>> pat.match('bbc')
<_sre.SRE_Match object; span=(0, 3), match='bbc'>


(Contributed by Serhiy Storchaka in bpo-9179.)
The number of capturing groups in regular expressions is no longer limited to
100.  (Contributed by Serhiy Storchaka in bpo-22437.)
The sub() and subn() functions now replace unmatched
groups with empty strings instead of raising an exception.
(Contributed by Serhiy Storchaka in bpo-1519638.)
The re.error exceptions have new attributes,
msg, pattern,
pos, lineno,
and colno, that provide better context
information about the error:
>>> re.compile(""""""
...     (?x)
...     .++
... """""")
Traceback (most recent call last):
   ...
sre_constants.error: multiple repeat at position 16 (line 3, column 7)


(Contributed by Serhiy Storchaka in bpo-22578.)",improved-modules - re,">>> import re
>>> pat = re.compile(r'(a|b).(?<=\1)c')
>>> pat.match('aac')
<_sre.SRE_Match object; span=(0, 3), match='aac'>
>>> pat.match('bbc')
<_sre.SRE_Match object; span=(0, 3), match='bbc'>
",3.5
,improved-modules - re,">>> re.compile(""""""
...     (?x)
...     .++
... """""")
Traceback (most recent call last):
   ...
sre_constants.error: multiple repeat at position 16 (line 3, column 7)
",3.5
"subprocess

The new run() function has been added.
It runs the specified command and returns a
CompletedProcess object, which describes a finished
process.  The new API is more consistent and is the recommended approach
to invoking subprocesses in Python code that does not need to maintain
compatibility with earlier Python versions.
(Contributed by Thomas Kluyver in bpo-23342.)
Examples:
>>> subprocess.run([""ls"", ""-l""])  # doesn't capture output
CompletedProcess(args=['ls', '-l'], returncode=0)

>>> subprocess.run(""exit 1"", shell=True, check=True)
Traceback (most recent call last):
  ...
subprocess.CalledProcessError: Command 'exit 1' returned non-zero exit status 1

>>> subprocess.run([""ls"", ""-l"", ""/dev/null""], stdout=subprocess.PIPE)
CompletedProcess(args=['ls', '-l', '/dev/null'], returncode=0,
stdout=b'crw-rw-rw- 1 root root 1, 3 Jan 23 16:23 /dev/null\n')",improved-modules - subprocess,">>> subprocess.run([""ls"", ""-l""])  # doesn't capture output
CompletedProcess(args=['ls', '-l'], returncode=0)

>>> subprocess.run(""exit 1"", shell=True, check=True)
Traceback (most recent call last):
  ...
subprocess.CalledProcessError: Command 'exit 1' returned non-zero exit status 1

>>> subprocess.run([""ls"", ""-l"", ""/dev/null""], stdout=subprocess.PIPE)
CompletedProcess(args=['ls', '-l', '/dev/null'], returncode=0,
stdout=b'crw-rw-rw- 1 root root 1, 3 Jan 23 16:23 /dev/null\n')
",3.5
"Changes in Python behavior


Due to an oversight, earlier Python versions erroneously accepted the
following syntax:
f(1 for x in [1], *args)
f(1 for x in [1], **kwargs)


Python 3.5 now correctly raises a SyntaxError, as generator
expressions must be put in parentheses if not a sole argument to a function.",porting-to-python-3-5 - changes-in-python-behavior,"f(1 for x in [1], *args)
f(1 for x in [1], **kwargs)
",3.5
"PEP 498: Formatted string literals

PEP 498 introduces a new kind of string literals: f-strings, or
formatted string literals.
Formatted string literals are prefixed with 'f' and are similar to
the format strings accepted by str.format().  They contain replacement
fields surrounded by curly braces.  The replacement fields are expressions,
which are evaluated at run time, and then formatted using the
format() protocol:
>>> name = ""Fred""
>>> f""He said his name is {name}.""
'He said his name is Fred.'
>>> width = 10
>>> precision = 4
>>> value = decimal.Decimal(""12.34567"")
>>> f""result: {value:{width}.{precision}}""  # nested fields
'result:      12.35'



See also

PEP 498 – Literal String Interpolation.PEP written and implemented by Eric V. Smith.


Feature documentation.",new-features - pep-498-formatted-string-literals,">>> name = ""Fred""
>>> f""He said his name is {name}.""
'He said his name is Fred.'
>>> width = 10
>>> precision = 4
>>> value = decimal.Decimal(""12.34567"")
>>> f""result: {value:{width}.{precision}}""  # nested fields
'result:      12.35'
",3.6
"PEP 526: Syntax for variable annotations

PEP 484 introduced the standard for type annotations of function
parameters, a.k.a. type hints. This PEP adds syntax to Python for annotating
the types of variables including class variables and instance variables:
primes: List[int] = []

captain: str  # Note: no initial value!

class Starship:
    stats: Dict[str, int] = {}


Just as for function annotations, the Python interpreter does not attach any
particular meaning to variable annotations and only stores them in the
__annotations__ attribute of a class or module.
In contrast to variable declarations in statically typed languages,
the goal of annotation syntax is to provide an easy way to specify structured
type metadata for third party tools and libraries via the abstract syntax tree
and the __annotations__ attribute.

See also

PEP 526 – Syntax for variable annotations.PEP written by Ryan Gonzalez, Philip House, Ivan Levkivskyi, Lisa Roach,
and Guido van Rossum. Implemented by Ivan Levkivskyi.


Tools that use or will use the new syntax:
mypy,
pytype, PyCharm, etc.",new-features - pep-526-syntax-for-variable-annotations,"primes: List[int] = []

captain: str  # Note: no initial value!

class Starship:
    stats: Dict[str, int] = {}
",3.6
